,Dst Port,Flow Duration,TotLen Fwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow IAT Mean,Flow IAT Max,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Max,Fwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Fwd Seg Size Avg,Subflow Fwd Byts,Subflow Bwd Byts,Label
35,3389,2369981,1132,661,125.7777778,225.8571429,157998.7333,963062.0,2369981.0,296247.625,1091469.0,192,3.797498799,2.953610177,1173,159.5882353,310.4088149,96353.63235,169.5625,125.7777778,1132,1581,0
36,443,111649886,5319,597,183.4137931,125.78260870000001,2189213.451,10000000.0,112000000.0,3986356.3210000005,10000000.0,592,0.259740525,0.20600110600000002,597,154.9433962,212.3155684,45077.90058,157.9230769,183.4137931,5319,2893,0
37,443,117014119,864,237,50.82352941,667.3888889,3441591.735,58600000.0,117000000.0,7313382.437999999,58700000.0,352,0.145281613,0.15382759099999999,1460,357.69444439999995,580.2535318,336694.1611,367.9142857,50.82352941,864,12013,0
38,43485,86002993,0,0,0.0,0.0,86000000.0,86000000.0,86000000.0,86000000.0,86000000.0,40,0.023255005,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
39,3389,1736748,1128,661,141.0,225.8571429,124053.4286,953143.0,1736748.0,248106.8571,1140238.0,172,4.606310184,4.0305214110000005,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
40,53,327,78,78,78.0,158.0,327.0,327.0,0.0,0.0,0.0,8,3058.1039760000012,3058.1039760000012,158,104.66666670000001,46.18802154,2133.333333,157.0,78.0,78,158,0
41,3389,4147167,1439,725,95.93333333,216.375,188507.5909,953613.0,4147167.0,296226.2143,1198823.0,312,3.616926929,1.929027695,1179,132.0833333,274.24154960000004,75208.42754,137.826087,95.93333333,1439,1731,0
42,53,789,31,31,31.0,109.0,789.0,789.0,0.0,0.0,0.0,8,1267.427123,1267.427123,109,57.0,45.033321,2028.0,85.5,31.0,31,109,0
43,80,53367123,0,0,0.0,0.0,53400000.0,53400000.0,53400000.0,53400000.0,53400000.0,40,0.037476257,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
44,443,294,77,46,25.66666667,0.0,147.0,270.0,294.0,147.0,270.0,60,10204.08163,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
45,3389,105764196,96,12,12.0,12.0,7050946.4,14600000.0,105000000.0,15000000.0,15000000.0,64,0.075639964,0.075639964,12,12.0,0.0,0.0,12.75,12.0,96,96,0
46,53484,72,0,0,0.0,0.0,72.0,72.0,72.0,72.0,72.0,40,27777.77778,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
47,53,267,51,51,51.0,67.0,267.0,267.0,0.0,0.0,0.0,8,3745.3183520000002,3745.3183520000002,67,56.33333333,9.237604307,85.33333333,84.5,51.0,51,67,0
48,445,249854,0,0,0.0,0.0,124927.0,249779.0,249854.0,249854.0,249854.0,52,8.00467473,4.002337365,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49,3389,4372937,1439,725,102.7857143,216.375,208235.0952,953308.0,4372937.0,336379.7692,1164527.0,292,3.2015096489999997,1.829434085,1179,137.826087,278.9256421,77799.51383,144.0909091,102.7857143,1439,1731,0
50,445,871587,364,103,52.0,116.4,79235.18182,174105.0,871587.0,145264.5,176409.0,152,8.031326764,5.7366619739999996,409,72.76923077,109.53321709999999,11997.52564,78.83333333,52.0,364,582,0
51,80,805,161,161,53.66666667,122.0,134.1666667,227.0,416.0,208.0,279.0,72,3726.708075,4968.944099,488,81.125,173.7875859,30202.125,92.71428571,53.66666667,161,488,0
52,80,877,148,148,49.33333333,60.75,146.16666669999995,239.0,453.0,226.5,292.0,72,3420.7525659999997,4561.003421,243,48.875,93.99306585,8834.696429000001,55.85714286,49.33333333,148,243,0
53,35642,85696844,0,0,0.0,0.0,85700000.0,85700000.0,85700000.0,85700000.0,85700000.0,40,0.023338082000000003,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
54,53,396,40,40,40.0,56.0,396.0,396.0,0.0,0.0,0.0,8,2525.252525,2525.252525,56,45.33333333,9.237604307,85.33333333,68.0,40.0,40,56,0
55,3389,2424667,1906,677,190.6,187.4,127614.0526,953170.0,2424667.0,269407.4444,1119888.0,212,4.124277684,4.124277684,1173,180.0,305.3994106,93268.8,189.0,190.6,1906,1874,0
56,443,117083035,1628,720,33.2244898,1149.557143,992229.1102,10000000.0,117000000.0,2439229.8959999997,10000000.0,992,0.418506404,0.5978662920000001,1460,684.1416667000002,712.3997473,507513.3999,689.8907562999997,33.2244898,1628,80469,0
57,5355,408861,66,33,33.0,0.0,408861.0,408861.0,408861.0,408861.0,408861.0,16,4.8916379889999995,0.0,33,33.0,0.0,0.0,49.5,33.0,66,0,0
58,3389,2294396,1144,677,143.0,225.8571429,163885.4286,953135.0,2294396.0,327770.8571,1246736.0,172,3.486756427,3.0509118739999996,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
59,53,962,37,37,37.0,95.0,962.0,962.0,0.0,0.0,0.0,8,1039.50104,1039.50104,95,56.33333333,33.48631561,1121.333333,84.5,37.0,37,95,0
60,3389,2334797,1144,677,143.0,225.8571429,166771.2143,955585.0,2334797.0,333542.4286,1212602.0,172,3.4264220830000003,2.998119323,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
61,80,97,0,0,0.0,0.0,97.0,97.0,97.0,97.0,97.0,40,20618.5567,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
62,45256,86469858,0,0,0.0,0.0,86500000.0,86500000.0,86500000.0,86500000.0,86500000.0,40,0.023129447,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
63,53,56393,64,32,32.0,124.0,18797.66667,51466.0,51466.0,51466.0,51466.0,16,35.46539464,35.46539464,124,68.8,50.39047529,2539.2,86.0,32.0,64,248,0
64,3389,1953853,1128,661,141.0,225.8571429,139560.9286,953536.0,1953853.0,279121.8571,1115147.0,172,4.094473842,3.582664612,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
65,35171,105,0,0,0.0,0.0,105.0,105.0,105.0,105.0,105.0,40,19047.61905,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
66,80,1170,0,0,0.0,0.0,1170.0,1170.0,1170.0,1170.0,1170.0,40,1709.401709,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
67,3389,1992312,1148,677,143.5,225.8571429,142308.0,953111.0,1992312.0,284616.0,1099235.0,172,4.015435333,3.513505917,1173,170.5625,319.4332416000001,102037.5958,181.93333330000002,143.5,1148,1581,0
68,80,115510020,907,448,50.38888889,121.73333329999998,3609688.125,10000000.0,116000000.0,6794707.0589999985,10000000.0,372,0.155830637,0.129858864,913,80.38235294,236.69901800000002,56026.425129999996,82.81818182,50.38888889,907,1826,0
69,445,1575719,364,103,52.0,116.4,143247.1818,318710.0,1575719.0,262619.8333,318777.0,148,4.442416446,3.1731546039999996,409,72.76923077,109.53321709999999,11997.52564,78.83333333,52.0,364,582,0
70,53,285,46,46,46.0,62.0,285.0,285.0,0.0,0.0,0.0,8,3508.77193,3508.77193,62,51.33333333,9.237604307,85.33333333,77.0,46.0,46,62,0
71,443,588,77,46,25.66666667,0.0,294.0,569.0,588.0,294.0,569.0,60,5102.040816,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
72,443,32110417,1459,604,97.26666667,413.0,1235016.038,10000000.0,32100000.0,2293601.214,10100000.0,312,0.467138125,0.3737105,1460,229.1071429,434.21630889999994,188543.8029,237.5925926,97.26666667,1459,4956,0
73,43230,42,0,0,0.0,0.0,42.0,42.0,42.0,42.0,42.0,40,47619.04762,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
74,80,889,148,148,49.33333333,60.75,148.16666669999995,302.0,494.0,247.0,354.0,72,3374.578178,4499.43757,243,48.875,93.99306585,8834.696429000001,55.85714286,49.33333333,148,243,0
75,80,5231441,97,97,24.25,57.75,747348.7143,5169379.0,62062.0,20687.33333,61624.0,92,0.764607686,0.764607686,231,36.44444444,79.69960965,6352.027778,41.0,24.25,97,231,0
76,53,139190,80,40,40.0,56.0,46396.66667,138452.0,138719.0,138719.0,138719.0,16,14.36884834,14.36884834,56,46.4,8.76356092,76.8,58.0,40.0,80,112,0
77,80,5702802,0,0,0.0,0.0,1900934.0,5691605.0,5702802.0,2851401.0,5691605.0,72,0.526057191,0.175352397,0,0.0,0.0,0.0,0.0,0.0,0,0,0
78,53,65500,84,42,42.0,98.0,21833.33333,64002.0,64999.0,64999.0,64999.0,16,30.53435115,30.53435115,98,64.4,30.67246322,940.8,80.5,42.0,84,196,0
79,3389,2370370,1128,661,141.0,225.8571429,169312.1429,953115.0,2370370.0,338624.2857,1236422.0,172,3.375000527,2.9531254610000004,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
80,3389,5527430,1128,661,125.33333329999999,179.77777780000002,325142.9412,3002458.0,5527430.0,690928.75,3020835.0,204,1.628243144,1.628243144,1173,144.5263158,296.0353523,87636.92982,152.5555556,125.33333329999999,1128,1618,0
81,3389,2149257,1128,661,141.0,225.8571429,153518.3571,953144.0,2149257.0,307036.7143,1199051.0,172,3.722216561,3.2569394910000002,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
82,3389,2497684,1262,661,140.22222219999998,182.22222219999998,146922.5882,937498.0,2497684.0,312210.5,1165483.0,192,3.6033381319999997,3.6033381319999997,1173,152.7368421,293.55670319999996,86175.53801,161.22222219999998,140.22222219999998,1262,1640,0
83,50302,14,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,20,71428.57143,71428.57143,0,0.0,0.0,0.0,0.0,0.0,0,0,0
84,80,54588717,0,0,0.0,0.0,54600000.0,54600000.0,54600000.0,54600000.0,54600000.0,40,0.036637607999999995,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
85,443,1898,77,46,25.66666667,0.0,949.0,1881.0,1898.0,949.0,1881.0,60,1580.61117,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
86,0,112639230,0,0,0.0,0.0,1816761.774,18900000.0,113000000.0,1816761.774,18900000.0,0,0.559307801,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
87,53,420,40,40,40.0,56.0,420.0,420.0,0.0,0.0,0.0,8,2380.952381,2380.952381,56,45.33333333,9.237604307,85.33333333,68.0,40.0,40,56,0
88,443,420,77,46,25.66666667,0.0,210.0,397.0,420.0,210.0,397.0,60,7142.857143000001,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
89,49977,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,40,2000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
90,3389,4063590,1437,725,110.5384615,216.375,203179.5,1010957.0,4063590.0,338632.5,1246621.0,272,3.199141646,1.968702551,1179,144.0,283.788486,80535.90476,150.8571429,110.5384615,1437,1731,0
91,52820,2,77,46,25.66666667,0.0,1.0,1.0,2.0,1.0,1.0,60,1500000.0,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
92,443,60571055,1046,390,74.71428571,100.2307692,2329655.962,10000000.0,60600000.0,4659311.923,10000000.0,292,0.23113350100000002,0.214623965,640,83.89285714,174.07136450000004,30300.83995,87.0,74.71428571,1046,1303,0
93,3389,2253295,1821,677,202.33333330000002,197.625,140830.9375,578569.0,2253295.0,281661.875,794505.0,192,3.9941507880000002,3.550356256,1173,189.0,326.2734328,106454.3529,200.1176471,202.33333330000002,1821,1581,0
94,3389,3001761,1148,677,127.55555559999999,225.8571429,200117.4,1154980.0,3001761.0,375220.125,1154980.0,192,2.998240033,2.33196447,1173,160.5294118,312.0440910000001,97371.51471,170.5625,127.55555559999999,1148,1581,0
95,53,11196,40,40,40.0,102.0,11196.0,11196.0,0.0,0.0,0.0,8,89.31761343,89.31761343,102,60.66666667,35.79571669,1281.333333,91.0,40.0,40,102,0
96,28849,86138859,0,0,0.0,0.0,86100000.0,86100000.0,86100000.0,86100000.0,86100000.0,40,0.023218325,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
97,3389,2246663,1144,677,143.0,225.8571429,160475.9286,938333.0,2246663.0,320951.8571,1216993.0,172,3.5608366719999998,3.115732088,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
98,50379,1027492,62,31,31.0,0.0,1027492.0,1027492.0,1027492.0,1027492.0,1027492.0,40,1.946487175,0.0,31,31.0,0.0,0.0,46.5,31.0,62,0,0
99,53,2612,31,31,31.0,78.0,2612.0,2612.0,0.0,0.0,0.0,8,382.848392,382.848392,78,46.66666667,27.13546265,736.3333332999997,70.0,31.0,31,78,0
100,3389,2282917,1128,661,141.0,225.8571429,163065.5,950591.0,2282917.0,326131.0,1218089.0,172,3.504288592,3.066252518,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
101,53,219,31,31,31.0,47.0,219.0,219.0,0.0,0.0,0.0,8,4566.210046,4566.210046,47,36.33333333,9.237604307,85.33333333,54.5,31.0,31,47,0
102,445,365128,0,0,0.0,0.0,121709.3333,364980.0,365128.0,182564.0,365127.0,72,8.216296751,2.738765584,0,0.0,0.0,0.0,0.0,0.0,0,0,0
103,53,24478,45,45,45.0,73.0,24478.0,24478.0,0.0,0.0,0.0,8,40.85301087,40.85301087,73,54.33333333,16.16580754,261.3333333,81.5,45.0,45,73,0
104,53,243,41,41,41.0,57.0,243.0,243.0,0.0,0.0,0.0,8,4115.226337,4115.226337,57,46.33333333,9.237604307,85.33333333,69.5,41.0,41,57,0
105,80,6346279,97,97,24.25,57.75,906611.2857,6293703.0,52576.0,17525.33333,52234.0,92,0.6302906,0.6302906,231,36.44444444,79.69960965,6352.027778,41.0,24.25,97,231,0
106,443,68926698,898,209,37.41666667,947.0882353000001,1209240.3159999999,58900000.0,68900000.0,2996812.957,58900000.0,504,0.348195992,0.493277656,1410,561.0,648.7588947,420888.1034,570.6724138,37.41666667,898,32201,0
107,3389,1663218,1128,661,141.0,225.8571429,118801.2857,953155.0,1663218.0,237602.5714,1116625.0,172,4.809952753999999,4.20870866,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
108,3389,2382147,1144,677,143.0,225.8571429,170153.3571,937517.0,2382147.0,340306.7143,1230489.0,172,3.3583149989999996,2.938525624,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
109,80,54238254,0,0,0.0,0.0,54200000.0,54200000.0,54200000.0,54200000.0,54200000.0,40,0.036874343,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
110,53,343,45,45,45.0,61.0,343.0,343.0,0.0,0.0,0.0,8,2915.451895,2915.451895,61,50.33333333,9.237604307,85.33333333,75.5,45.0,45,61,0
111,443,198,77,46,25.66666667,0.0,99.0,176.0,198.0,99.0,176.0,60,15151.51515,0.0,46,30.75,21.68524844,470.25,41.0,25.66666667,77,0,0
112,443,118741415,1255,262,66.05263158,482.14285710000007,3044651.667,58300000.0,119000000.0,6596745.278,58300000.0,392,0.16001156800000002,0.17685489100000001,1460,277.5609756,476.4584478,227012.6524,284.5,66.05263158,1255,10125,0
113,49885,17,0,0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,20,58823.52941,58823.52941,0,0.0,0.0,0.0,0.0,0.0,0,0,0
114,60948,57,0,0,0.0,0.0,57.0,57.0,57.0,57.0,57.0,40,35087.7193,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
115,3389,2205463,1128,661,141.0,225.8571429,157533.0714,953368.0,2205463.0,315066.1429,1203514.0,172,3.627356251,3.17393672,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
116,53,25916,41,41,41.0,102.0,25916.0,25916.0,0.0,0.0,0.0,8,38.58620157,38.58620157,102,61.33333333,35.21836642,1240.333333,92.0,41.0,41,102,0
117,443,3443296,0,0,0.0,0.0,1147765.3329999999,2002447.0,0.0,0.0,0.0,32,0.290419412,0.871258236,0,0.0,0.0,0.0,0.0,0.0,0,0,0
118,445,854527,455,140,75.83333333,67.6,85452.7,213637.0,854454.0,170890.8,213717.0,132,7.021428229,5.8511901910000015,145,66.08333333,63.40269328,4019.901515,72.09090909,75.83333333,455,338,0
119,53,40300,76,38,38.0,54.0,13433.333330000001,39661.0,39983.0,39983.0,39983.0,16,49.62779156,49.62779156,54,44.4,8.76356092,76.8,55.5,38.0,76,108,0
120,53,883,40,40,40.0,139.0,883.0,883.0,0.0,0.0,0.0,8,1132.502831,1132.502831,139,73.0,57.15767665,3267.0,109.5,40.0,40,139,0
121,44440,86131989,0,0,0.0,0.0,86100000.0,86100000.0,86100000.0,86100000.0,86100000.0,40,0.023220177,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
122,53,238,45,45,45.0,61.0,238.0,238.0,0.0,0.0,0.0,8,4201.6806719999995,4201.6806719999995,61,50.33333333,9.237604307,85.33333333,75.5,45.0,45,61,0
123,445,640197,364,103,52.0,116.4,58199.72727,129250.0,640197.0,106699.5,131986.0,152,10.93413434,7.810095955,409,72.76923077,109.53321709999999,11997.52564,78.83333333,52.0,364,582,0
124,5355,409730,44,22,22.0,0.0,409730.0,409730.0,409730.0,409730.0,409730.0,16,4.881263271,0.0,22,22.0,0.0,0.0,33.0,22.0,44,0,0
125,19978,86122706,0,0,0.0,0.0,86100000.0,86100000.0,86100000.0,86100000.0,86100000.0,40,0.02322268,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
126,53,47265,62,31,31.0,78.0,15755.0,45366.0,46936.0,46936.0,46936.0,16,42.31460912,42.31460912,78,49.8,25.7429602,662.7,62.25,31.0,62,156,0
127,80,81,0,0,0.0,0.0,81.0,81.0,81.0,81.0,81.0,40,24691.35802,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
128,3389,1670786,1144,677,143.0,225.8571429,119341.8571,953136.0,1670786.0,238683.7143,1119529.0,172,4.78816557,4.189644874,1173,170.3125,319.4027173,102018.0958,181.66666669999998,143.0,1144,1581,0
129,53,62546,96,48,48.0,121.0,20848.66667,43510.0,19035.0,19035.0,19035.0,16,31.97646532,31.97646532,121,77.2,39.9837467,1598.7,96.5,48.0,96,242,0
130,53,26358,34,34,34.0,91.0,26358.0,26358.0,0.0,0.0,0.0,8,37.93914561,37.93914561,91,53.0,32.90896534,1083.0,79.5,34.0,34,91,0
131,53,878,35,35,35.0,84.0,878.0,878.0,0.0,0.0,0.0,8,1138.952164,1138.952164,84,51.33333333,28.29016319,800.3333332999997,77.0,35.0,35,84,0
132,3389,3221404,1128,661,141.0,183.88888889999998,201337.75,953454.0,3221404.0,460200.5714,2234879.0,172,2.48338923,2.793812884,1173,154.61111110000004,301.5080018,90907.07516000001,163.7058824,141.0,1128,1655,0
133,80,84,0,0,0.0,0.0,84.0,84.0,84.0,84.0,84.0,40,23809.52381,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
134,3389,2128082,1821,677,202.33333330000002,197.625,133005.125,555357.0,2128082.0,266010.25,736509.0,192,4.229160343,3.759253638,1173,189.0,326.2734328,106454.3529,200.1176471,202.33333330000002,1821,1581,0
135,3389,146965,0,0,0.0,0.0,73482.5,146903.0,146965.0,146965.0,146965.0,52,13.60868234,6.80434117,0,0.0,0.0,0.0,0.0,0.0,0,0,0
136,80,115966066,445,434,27.8125,50.42857143,3998829.8619999997,10000000.0,116000000.0,7731071.067000003,10100000.0,332,0.137971396,0.120724971,706,37.12903226,146.5227495,21468.91613,38.36666667,27.8125,445,706,0
137,53,285,44,44,44.0,60.0,285.0,285.0,0.0,0.0,0.0,8,3508.77193,3508.77193,60,49.33333333,9.237604307,85.33333333,74.0,44.0,44,60,0
138,3389,1965226,1128,661,141.0,225.8571429,140373.2857,953116.0,1965226.0,280746.5714,1171237.0,172,4.070778628,3.5619312999999995,1173,169.3125,317.7312740000001,100953.1625,180.6,141.0,1128,1581,0
139,80,53975655,0,0,0.0,0.0,54000000.0,54000000.0,54000000.0,54000000.0,54000000.0,40,0.037053742,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
140,53,379,34,34,34.0,50.0,379.0,379.0,0.0,0.0,0.0,8,2638.522427,2638.522427,50,39.33333333,9.237604307,85.33333333,59.0,34.0,34,50,0
141,80,54268916,0,0,0.0,0.0,54300000.0,54300000.0,54300000.0,54300000.0,54300000.0,40,0.036853509,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
