, Flow Duration,Total Length of Fwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Std, Flow IAT Max, Fwd IAT Max, Fwd Header Length,Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, Label
40,90030854,8,1,0.8,0.421637021,0.111073033,0.222146066,11200000.0,30000000,30000000,224,0.111073033,0.111073033,1,0.523809524,0.511766316,0.261904762,0.55,0.8,224,8,254,2049,0
41,46033236,233,233,58.25,116.5,57.15435691,0.173787478,17400000.0,46000000,18136,92,0.086893739,0.086893739,2398,292.3333333,793.3760143,629445.5,328.875,58.25,92,233,8192,30,0
42,4,0,0,0.0,0.0,0.0,500000.0,0.0,4,4,40,500000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40,0,256,-1,0
43,60494983,3276,821,297.8181818,350.899364,129.4652814,0.330605928,13700000.0,60000000,60000000,232,0.18183326,0.148772668,1460,372.952381,474.90067130000006,225530.6476,391.6,297.8181818,232,3276,8192,513,0
44,82523355,0,0,0.0,0.0,0.0,0.024235562999999998,0.0,82500000,82500000,40,0.024235562999999998,0.0,0,0.0,0.0,0.0,0.0,0.0,40,0,1022,-1,0
45,109373101,138,138,27.6,61.71547618,4.260645403,0.073144127,41300000.0,109000000,109000000,112,0.045715079000000006,0.027429047999999998,328,51.77777778,113.1920688,12812.444440000001,58.25,27.6,112,138,65535,946,0
46,109543074,181,181,36.2,80.94566079,16.66011308,0.073030633,41400000.0,109000000,109000000,112,0.045644145,0.027386487,1644,202.77777780000002,543.7632246000002,295678.4444,228.125,36.2,112,181,65535,946,0
47,109722768,188,188,31.33333333,76.75067861,6.17920977,0.091138787,36600000.0,110000000,110000000,144,0.054683272000000005,0.036455515,490,61.63636364,152.8576284,23365.45455,67.8,31.33333333,144,188,65535,946,0
48,109861018,441,158,49.0,73.74957627,46.71356677,0.127433736,30400000.0,110000000,110000000,192,0.08192168799999999,0.045512049000000006,1585,342.1333333,635.0063967,403233.1238,366.57142860000016,49.0,192,441,65535,1013,0
49,493,172,79,15.63636364,31.4492376,1010141.988,30425.96349,26.82472617,75,119,368,22312.37323,8113.590264,163,31.125,57.86060836,3347.85,33.2,15.63636364,368,172,29200,2081,0
50,420,172,79,15.63636364,31.4492376,1185714.2859999998,35714.285710000004,24.35632914,71,123,368,26190.47619,9523.809524,163,31.125,57.86060836,3347.85,33.2,15.63636364,368,172,29200,2081,0
51,1,0,0,0.0,0.0,0.0,2000000.0,0.0,1,0,32,1000000.0,1000000.0,0,0.0,0.0,0.0,0.0,0.0,32,0,2081,237,0
52,1170,3226,1613,358.44444439999995,711.2661441,5519658.12,12820.51282,221.9936639,848,984,304,7692.307692,5128.205128000001,1616,403.625,722.0267654,521322.65,430.53333330000004,358.44444439999995,304,3226,29200,2081,0
53,10,0,0,0.0,0.0,0.0,200000.0,0.0,10,0,32,100000.0,100000.0,0,0.0,0.0,0.0,0.0,0.0,32,0,2081,254,0
54,1155,3226,1613,358.44444439999995,711.2661441,5591341.991,12987.012990000001,207.7101346,801,890,304,7792.207792,5194.805195,1616,403.625,722.0267654,521322.65,430.53333330000004,358.44444439999995,304,3226,29200,2081,0
55,106007973,0,0,0.0,0.0,0.0,0.24526457100000001,8677062.222000001,27200000,27200000,0,0.24526457100000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,-1,0
56,64015367,192,48,48.0,0.0,5.99855969,0.124969994,24200000.0,64000000,64000000,80,0.062484997,0.062484997,48,48.0,0.0,0.0,54.0,48.0,80,192,-1,-1,0
57,1260,3074,1537,341.55555560000005,677.7532942,4828571.429,11904.7619,252.53149080000003,964,1056,204,7142.857143000001,4761.904762,1537,380.25,680.2620573,462756.4667,405.6,341.55555560000005,204,3074,8192,2053,0
58,491,2686,1343,383.7142857,655.316899,11100000.0,22403.25866,93.42192224,307,346,164,14256.61914,8146.639511,1372,452.5,668.4439869,446817.3636,493.6363636,383.7142857,164,2686,8192,2053,0
59,1344,3076,1538,341.77777779999997,678.1942527000001,4528273.81,11160.71429,278.5202658,1061,1107,204,6696.428571,4464.285714,1538,380.375,680.4888316,463065.05,405.7333333,341.77777779999997,204,3076,8192,2053,0
60,689,2688,1344,384.0,655.804849,7883889.695,15965.16691,145.5315544,479,541,164,10159.651670000001,5805.515239,1372,452.66666669999995,668.6862742000002,447141.3333,493.8181818,384.0,164,2688,8192,2053,0
61,4,0,0,0.0,0.0,0.0,500000.0,0.0,4,0,20,250000.0,250000.0,0,0.0,0.0,0.0,0.0,0.0,20,0,2053,251,0
62,691,466,233,66.57142857,113.6923585,1273516.643,15918.958030000002,107.661455,367,474,164,10130.24602,5788.712012,233,73.33333333,108.6038115,11794.78788,80.0,66.57142857,164,466,8192,2053,0
63,914,626,313,69.55555556,138.0200267,4037199.125,14223.19475,191.73648269999998,680,796,204,9846.827133,4376.367615,1532,263.5714286,548.9435607999999,301339.033,283.8461538,69.55555556,204,626,8192,2053,0
64,1103,3104,1552,344.8888889,684.3676724999998,5566636.446,13599.27471,219.8258676,839,889,204,8159.564823000002,5439.709882,1552,383.75,686.5289991000002,471322.0667,409.3333333,344.8888889,204,3104,8192,2053,0
65,534,2794,1397,399.14285710000007,681.666201,10500000.0,20599.25094,85.93304887,292,385,164,13108.61423,7490.6367040000005,1410,467.83333330000005,691.0467467,477545.6061,510.3636364,399.14285710000007,164,2794,8192,2053,0
66,6,0,0,0.0,0.0,0.0,333333.3333,0.0,6,0,20,166666.6667,166666.6667,0,0.0,0.0,0.0,0.0,0.0,20,0,2053,251,0
67,914,3130,1565,347.77777779999997,690.1001336,6759299.781,16411.37856,175.8195879,673,744,204,9846.827133,6564.551422,1565,386.125,690.8025164,477208.1167,411.8666667,347.77777779999997,204,3130,8192,2053,0
68,4574,4130,1672,317.6923077,614.2608546,2146480.105,5684.30258,508.6714296,2462,2462,284,2842.15129,2842.15129,2634,363.6296296,701.8048791,492530.0883,377.6153846,317.6923077,284,4130,8192,0,0
69,2080,472,236,67.42857143,115.15620859999999,425961.5385,5288.461538000001,364.4243558,1059,1076,164,3365.384615,1923.076923,236,73.83333333,109.4090185,11970.33333,80.54545455,67.42857143,164,472,8192,256,0
70,1901,632,316,70.22222222,139.34290239999999,1969489.7419999999,6838.506049,307.8386408,815,956,204,4734.350342,2104.155708,1556,267.4285714,557.5172594,310825.4945,288.0,70.22222222,204,632,8192,2053,0
71,1577,3122,1561,346.8888889,688.3362994,3907419.15,9511.731135,231.08493509999997,749,888,204,5707.038681,3804.692454,1561,385.125,689.0138726,474740.1167,410.8,346.8888889,204,3122,8192,2053,0
72,9742,3078,1539,342.0,678.6352113,623075.3439,1539.724902,2126.827969,8038,8038,204,923.8349414999999,615.8899610000002,1539,379.375,678.7374431,460684.5167,404.6666667,342.0,204,3078,8192,2053,0
73,1396,2856,1428,408.0,696.7926521,4111747.8510000003,7879.656159999998,251.72833680000002,773,977,164,5014.326647999998,2865.3295129999997,1442,478.33333330000005,706.5577675,499223.8788,521.8181818,408.0,164,2856,8192,2053,0
74,1840,5038,2519,629.75,958.1053849,2878260.87,7608.695651999998,254.4653268,784,929,184,4347.8260869999995,3260.869565,2519,353.0666667,744.5939897000003,554420.2095,378.2857143,629.75,184,5038,8192,2053,0
75,1706,472,236,67.42857143,115.15620859999999,519343.4936,6447.831184000002,230.4855744,662,711,164,4103.165299,2344.665885000001,236,73.83333333,109.4090185,11970.33333,80.54545455,67.42857143,164,472,8192,2053,0
76,2104,632,316,70.22222222,139.34290239999999,1779467.6809999999,6178.707224,251.8128213,678,757,204,4277.56654,1901.140684,1556,267.4285714,557.5172594,310825.4945,288.0,70.22222222,204,632,8192,2053,0
77,1249,3122,1561,346.8888889,688.3362994,4933546.837,12009.60769,191.87463,725,917,204,7205.764612000001,4803.843074,1561,385.125,689.0138726,474740.1167,410.8,346.8888889,204,3122,8192,2053,0
78,9267,3096,1548,344.0,682.6038382999999,660839.5381,1618.6468109999994,2122.800815,7999,7999,204,971.1880867999997,647.4587245,1548,382.75,684.7402913999998,468869.2667,408.2666667,344.0,204,3096,8192,2053,0
79,3788,2842,1421,406.0,693.3770017999999,1507391.763,2903.907075,568.5073633999998,1636,1956,164,1847.940866,1055.966209,1434,475.83333330000005,702.8633428999997,494016.8788,519.0909091,406.0,164,2842,8192,2053,0
80,1447028,5260,1536,276.8421053,475.8584364,10015.01008,22.11429219,184860.3321,1016548,1016548,404,13.13036099,8.983931202,2634,439.15151519999995,647.7764912,419614.3826,452.875,276.8421053,404,5260,8192,2050,0
81,662,466,233,66.57142857,113.6923585,1326283.988,16616.3142,131.312858,425,545,164,10574.01813,6042.2960729999995,233,73.16666667,108.38050259999999,11746.33333,79.81818182,66.57142857,164,466,8192,2053,0
82,885,626,313,69.55555556,138.0200267,4169491.525,14689.26554,200.35973330000002,707,717,204,10169.49153,4519.7740109999995,1532,263.5714286,548.9435607999999,301339.033,283.8461538,69.55555556,204,626,8192,2053,0
83,599,466,233,66.57142857,113.6923585,1469115.1919999996,18363.9399,107.5292725,354,450,164,11686.14357,6677.796327,233,73.33333333,108.6038115,11794.78788,80.0,66.57142857,164,466,8192,2053,0
84,815,626,313,69.55555556,138.0200267,4527607.362,15950.92025,198.31355259999998,696,741,204,11042.944790000001,4907.9754600000015,1532,263.5714286,548.9435607999999,301339.033,283.8461538,69.55555556,204,626,8192,2053,0
85,1099,3176,1588,352.8888889,700.2421803,5716105.551,13648.77161,194.3176424,746,875,204,8189.2629659999975,5459.508644,1588,392.625,702.4070876000003,493375.7167,418.8,352.8888889,204,3176,8192,2053,0
86,1200,3150,1575,350.0,694.5097192000003,5196666.666999999,12500.0,221.01807390000002,848,972,204,7500.0,5000.0,1575,389.75,697.254951,486164.4667,415.7333333,350.0,204,3150,8192,2053,0
87,558,2762,1381,394.57142860000016,673.8590004,10000000.0,19713.26165,90.52906225,306,339,164,12544.80287,7168.458781,1410,465.16666669999995,687.1523363,472178.3333,507.4545455,394.57142860000016,164,2762,8192,2053,0
88,495,172,79,15.63636364,31.4492376,1006060.6059999999,30303.0303,27.78103156,79,123,368,22222.22222,8080.808081,163,31.125,57.86060836,3347.85,33.2,15.63636364,368,172,29200,2081,0
89,1139,3150,1575,315.0,632.5616351,5532923.6170000015,14047.41001,207.95654309999998,823,887,336,8779.631255,5267.778753000001,1576,370.70588239999995,671.9757031,451551.3456,393.875,315.0,336,3150,29200,2081,0
90,26534,3452,1313,203.05882350000002,425.7784739,380869.8274,1092.937363,4642.216315,24628,24628,560,640.6874199,452.2499435,3069,336.8666667,704.7521322000001,496675.5678,348.4827586,203.05882350000002,560,3452,29200,0,0
91,1085,3150,1575,350.0,694.5097192000003,5808294.931,13824.88479,218.84759359999998,834,942,304,8294.930876,5529.953917,1576,393.875,704.585067,496440.1167,420.13333330000006,350.0,304,3150,29200,2081,0
92,1281,3176,1588,352.8888889,700.2421803,4903981.265,11709.60187,207.15982309999998,786,863,204,7025.761124,4683.840749,1588,392.625,702.4070876000003,493375.7167,418.8,352.8888889,204,3176,8192,2053,0
93,5167,4130,1672,317.6923077,614.2608546,1900135.475,4644.8616219999985,658.0233215,3074,3074,284,2515.966712,2128.89491,2634,392.72,722.2699472,521673.8767,409.0833333,317.6923077,284,4130,8192,0,0
94,46870,44,44,44.0,0.0,6059.312993,42.67121826,0.0,46870,0,20,21.33560913,21.33560913,240,109.33333329999999,113.1606528,12805.33333,164.0,44.0,20,44,-1,-1,0
95,437,165,79,16.5,33.01262385,1123569.794,32036.613269999998,20.42277512,49,108,336,22883.29519,9153.318078,163,32.73333333,59.52006464,3542.6380950000002,35.07142857,16.5,336,165,29200,2081,0
96,1,7,7,3.5,4.949747468,7000000.0,2000000.0,0.0,1,1,64,2000000.0,0.0,7,4.666666667,4.041451884,16.33333333,7.0,3.5,64,7,237,-1,0
97,1076,3150,1575,350.0,694.5097192000003,5856877.323,13940.52045,206.25706780000002,788,908,304,8364.312268000001,5576.208178,1576,393.875,704.585067,496440.1167,420.13333330000006,350.0,304,3150,29200,2081,0
98,534,172,79,15.63636364,31.4492376,932584.2697,28089.887639999997,31.28493651,108,129,368,20599.25094,7490.6367040000005,163,31.125,57.86060836,3347.85,33.2,15.63636364,368,172,29200,2081,0
99,1195,3150,1575,315.0,632.5616351,5273640.166999999,13389.12134,231.4950375,913,1002,336,8368.200837,5020.920502,1576,370.70588239999995,671.9757031,451551.3456,393.875,315.0,336,3150,29200,2081,0
100,14737,3452,1313,203.05882350000002,425.7784739,685756.9383,1967.836059,2431.6591359999998,12919,12919,560,1153.559069,814.2769899,1621,336.8666667,578.6183146000002,334799.154,348.4827586,203.05882350000002,560,3452,29200,2075,0
101,5194037,72,72,14.4,32.19937888,139.1980843,1.925284706,1660967.8830000001,5005034,94625,168,0.962642353,0.962642353,646,65.72727273,193.650247,37500.41818,72.3,14.4,168,72,29200,114,0
102,1115,3150,1575,350.0,694.5097192000003,5650224.215,13452.9148,220.33596969999996,842,976,304,8071.7488790000025,5381.165919,1575,393.75,704.3614129,496125.0,420.0,350.0,304,3150,29200,2081,0
103,562,472,236,67.42857143,115.15620859999999,1576512.456,19572.95374,106.41198759999999,346,442,164,12455.51601,7117.437722,236,73.83333333,109.4090185,11970.33333,80.54545455,67.42857143,164,472,8192,2053,0
104,853,632,316,70.22222222,139.34290239999999,4389214.537,15240.32825,176.4809845,628,701,204,10550.99648,4689.331770000002,1556,267.4285714,557.5172594,310825.4945,288.0,70.22222222,204,632,8192,2053,0
105,911,3078,1539,342.0,678.6352113,6663007.6839999985,16465.422609999998,176.6079815,675,787,204,9879.253568,6586.169045000002,1539,379.375,678.7374431,460684.5167,404.6666667,342.0,204,3078,8192,2053,0
106,21500,5458,1536,419.84615379999997,614.730679,297581.3953,1116.2790699999996,4112.670278000001,19792,19895,284,604.6511628,511.62790700000005,1536,255.92,472.92414119999995,223657.2433,266.5833333,419.84615379999997,284,5458,8192,0,0
107,39097,5100,1536,242.8571429,443.78466460000004,308770.4939,1048.673811,4127.733773,22711,22873,444,537.1256107,511.54820060000003,2634,287.4285713999999,551.8430823,304530.7875,294.4390244,242.8571429,444,5100,8192,0,0
108,550,165,79,16.5,33.01262385,892727.2727,25454.54545,31.96713055,102,157,336,18181.818180000002,7272.727273,163,32.73333333,59.52006464,3542.6380950000002,35.07142857,16.5,336,165,29200,260,0
109,1,7,7,3.5,4.949747468,7000000.0,3000000.0,0.7071067809999999,1,1,64,2000000.0,1000000.0,7,3.5,4.041451884,16.33333333,4.666666667,3.5,64,7,237,260,0
110,1169,3150,1575,350.0,694.5097192000003,5390932.421,12831.4799,218.42645299999998,839,936,304,7698.887938,5132.591959,1576,393.875,704.585067,496440.1167,420.13333330000006,350.0,304,3150,29200,2081,0
111,1110,3128,1564,347.55555560000005,689.6591751,5562162.1620000005,13513.513509999999,207.35752419999997,796,879,204,8108.108107999998,5405.4054049999995,1564,385.875,690.3553554,476590.5167,411.6,347.55555560000005,204,3128,8192,2053,0
112,16523256,2168,252,86.72,79.59246195,289.0471466,2.602392652,2353800.438,15300000,15300000,524,1.5130189840000001,1.089373668,307,108.54545449999999,91.97862607,8460.067653,111.06976740000002,86.72,524,2168,8192,2049,0
113,5,0,0,0.0,0.0,0.0,400000.0,0.0,5,0,20,200000.0,200000.0,0,0.0,0.0,0.0,0.0,0.0,20,0,2049,251,0
114,15637683,10926,2954,227.625,497.98639749999995,1175.74963,5.755328331,1579066.77,14900000,14900000,984,3.069508443,2.685819888,2954,202.043956,388.369209,150830.6425,204.2888889,227.625,984,10926,8192,2049,0
115,12,0,0,0.0,0.0,0.0,166666.6667,0.0,12,0,20,83333.33333,83333.33333,0,0.0,0.0,0.0,0.0,0.0,20,0,2049,255,0
116,1153,3176,1588,352.8888889,700.2421803,5448395.49,13009.54033,217.98221769999998,836,894,204,7805.724198000001,5203.816132,1588,392.625,702.4070876000003,493375.7167,418.8,352.8888889,204,3176,8192,2053,0
117,549,2762,1381,394.57142860000016,673.8590004,10200000.0,20036.42987,76.08978614,258,384,164,12750.45537,7285.974498999999,1410,465.16666669999995,687.1523363,472178.3333,507.4545455,394.57142860000016,164,2762,8192,2053,0
118,816083,4104,1660,273.6,567.8187337,6278.773115,33.08487004,147800.2019,753773,753773,324,18.38048336,14.70438669,1660,183.0,425.0164267,180638.96300000002,189.77777780000002,273.6,324,4104,8192,0,0
119,95829,302,302,100.66666670000001,174.3597813,8483.861879,52.17627232,27626.17355,49552,46208,72,31.30576339,20.87050893,511,135.5,220.07430559999997,48432.7,162.6,100.66666670000001,72,302,8192,256,0
120,16,0,0,0.0,0.0,0.0,125000.0,0.0,16,16,40,125000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40,0,254,-1,0
121,8599138,5706,1660,248.08695649999999,482.47533269999997,1737.1508629999994,4.419047583999999,988711.8659,5559493,5559493,484,2.674686695,1.744360888,2634,383.025641,629.8469525,396707.1835,393.10526319999997,248.08695649999999,484,5706,8192,0,0
122,26241793,656,168,59.63636364,82.78076193,53.65487031,0.647821587,6505873.8220000025,26000000,26000000,244,0.419178674,0.228642913,268,78.22222222,98.36519922,9675.712418000001,82.82352941,59.63636364,244,656,8192,2052,0
123,26240384,3678,936,175.1428571,269.4893849,241.9934099,1.333821944,4274063.86,24900000,24900000,444,0.8002931659999999,0.533528778,952,176.38888889999996,285.82454939999997,81695.67302,181.4285714,175.1428571,444,3678,8192,2053,0
124,35,0,0,0.0,0.0,0.0,57142.85714,0.0,35,0,20,28571.42857,28571.42857,0,0.0,0.0,0.0,0.0,0.0,20,0,255,2052,0
125,50,0,0,0.0,0.0,0.0,60000.0,31.11269837,47,0,20,20000.0,40000.0,0,0.0,0.0,0.0,0.0,0.0,20,0,251,2053,0
126,676,468,234,66.85714286,114.1803085,1349112.426,16272.18935,128.93426399999998,418,544,164,10355.02959,5917.159763000002,234,76.0,112.3177311,12615.27273,82.90909091,66.85714286,164,468,8192,2053,0
127,917,628,314,69.77777778,138.4609853,4026172.3010000004,14176.663030000005,200.16377759999997,709,720,204,9814.612868,4362.050164,1532,263.7142857,548.9575335,301354.3736,284.0,69.77777778,204,628,8192,2053,0
128,1035,3064,1532,340.44444439999995,675.5485014,5849275.3620000025,16425.120769999998,170.4968108,700,816,204,8695.652173999999,7729.468599,1532,336.3333333,647.5263338,419290.3529,356.11764710000006,340.44444439999995,204,3064,8192,2053,0
129,33799,5754,1684,442.61538459999997,660.3381127,198053.1968,798.8402024000003,4133.934644,18804,18905,284,384.6267641,414.2134383,1684,239.0714286,485.26151239999996,235478.7354,247.9259259,442.61538459999997,284,5754,8192,0,0
130,2924095,5740,1684,229.6,450.54836960000006,4384.262481000002,15.73136304,426987.4492,2865148,2865148,524,8.549653825,7.1817092129999995,2634,272.76595739999993,541.2718602000001,292975.2266,278.6956522,229.6,524,5740,8192,0,0
131,18633923,0,0,0.0,0.0,0.0,0.107331129,0.0,18600000,18600000,64,0.107331129,0.0,0,0.0,0.0,0.0,0.0,0.0,64,0,239,-1,0
